href,title,text,comments
https://profile.ru/news/society/akter-iz-seriala-rim-i-filma-tor-rej-stivenson-umer-na-59-m-godu-zhizni-1328193/,"Актер из сериала ""Рим"" и фильма ""Тор"" Рэй Стивенсон умер на 59-м году жизни","
Украинская сторона обстреляла поселок Борисовка в Белгородской области, сообщил губернатор региона Вячеслав Гладков в своем официальном Telegram-канале.
Предварительно, пострадавших в результате обстрела нет. Губернатор дополнил, что беспилотный аппарат также сбросил взрывное устройство на одно из административных зданий поселка Борисовка.
Однако возгорания в результате попадания взрывчатки нет, пробита только крыша здания. К месту инцидента выехали все необходимые службы.
Обстрел Грайворонского городского округа Белгородской области со стороны Украины идет с утра вторника, 22 мая. Затронуты села Антоновка, Гора-Подол, Козинка, Новая Таволжанка, пострадал также город Грайворон.
Обстрел региона шел и 21 мая. Как отмечал губернатор, только по Шебекинскому городскому округу было зафиксировано 37 прилетов.
22 мая в Грайворонский район также вошла диверсионная группа. Об инциденте проинформирован президент России. Для обеспечения безопасности граждан на территории Белгородской области введен режим КТО.
С февраля 2023 года в Белгородской области бессрочно действует высокий уровень террористической опасности. ",
https://profile.ru/news/cars/mercedes-amg-predstavil-elektrosamokat-e-scooter-1328187/,Mercedes-AMG представил электросамокат E-Scooter,"
Организация Объединенных Наций в понедельник, 22 мая, выразила обеспокоенность тем, что украинский порт Южный на Чёрном море со 2 мая не принимал ни одного судна в рамках так называемой зерновой сделки. Об этом рассказал специальный представитель ООН Стефан Дюжаррик, его цитирует Reuters.
Представитель ООН Стефан Дюжаррик не стал конкретизировать, кто виноват в отсутствии кораблей, следующих в порт под Одессой. При этом он отметил, что через Южный Россия ежегодно перекачивала до 2,5 млн тонн аммиака на экспорт по трубопроводу из Тольятти.
Этот трубопровод был закрыт после начала военной спецоперации России на Украине. До февраля 2022 года РФ экспортировала 4,4 млн тонн аммиака в год, что составляет 20% от всех морских перевозок.
Так называемая зерновая сделка, заключенная при посредничестве ООН и Турции в июле прошлого года, включает экспорт аммиака. Москва настаивает на возобновлении работы трубопровода. На прошлой неделе Россия согласилась на продление черноморской инициативы на два месяца.
Источник в украинском правительстве при этом ранее сообщил Reuters о том, что Киев рассмотрит возможность разрешить транзит российского аммиака через свою территорию, только если черноморская инициатива будет расширена – за счет включения большего количества украинских портов и более широкого спектра товаров. ",
https://profile.ru/news/politics/ssha-chetko-donesli-do-kieva-chto-ne-pooshhryajut-nanesenie-udarov-po-celyam-vnutri-granic-rf-1328186/,"США ""четко донесли"" до Киева, что не поощряют нанесение ударов по целям внутри границ РФ","
Министр иностранных дел Марокко Насер Бурита провел встречу со своим украинским коллегой Дмитрием Кулебой. По итогам встречи он заявил, что королевство занимает нейтральную позицию касательно конфликта на Украине.
""Марокко никоим образом не является стороной конфликта на Украине"", – отметил Бурита в ходе пресс-конференции. Его слова в понедельник, 22 мая, приводит РИА Новости.
Марокканский министр указал, что страна обеспокоена кризисом на Украине, так как он ""затрагивает региональную безопасность и стабильность"". Кроме того, по мнению Рабата, он имеет негативные экономические последствия, в том числе для Марокко.
Бурита отметил, что у страны хорошие отношения как с Москвой, так и с Киевом. Марокко выступает за мирное решение этого конфликта, добавил министр. ",
https://profile.ru/news/sport/pavljuchenkova-probilas-vo-vtoroj-krug-tennisnogo-turnira-v-strasburge-1328175/,Павлюченкова пробилась во второй круг теннисного турнира в Страсбурге,"
Без доступа к электричеству остался поселок Краснооктябрьский Глушковского района Курской области. Это произошло в результате обстрела со стороны Украины, утверждает губернатор области Роман Старовойт. Соответствующая публикация размещена в официальном Telegram-канале главы региона в понедельник, 22 мая.
По словам Старовойта, при обстреле никто не пострадал. На место происшествия уже выехала аварийная бригада, специалисты займутся восстановлением электроснабжения.
Курская область – третий за сутки регион России, который попал под обстрел. 22 мая об обстрелах сообщали губернаторы Брянской и Белгородской областей Александр Богомаз и Вячеслав Гладков.
Кроме того, на территорию Белградской области в Грайворонский район вошла диверсионная группа. Здесь объявлен режим контртеррористической операции. На данный момент известно о восьми пострадавших. Большая часть жителей города Грайворон уже покинула населенный пункт. ",
https://profile.ru/news/politics/spiker-parlamenta-moldavii-kishinjov-ne-planiruet-provodit-referendum-o-evrointegracii-1328172/,Спикер парламента Молдавии: Кишинёв не планирует проводить референдум о евроинтеграции,"
Как следует из прогнозов, в российской столице ожидается туман до 09:00 вторника, 23 мая. Об этом сообщили в понедельник, 22 мая, в Telegram-канале городского хозяйства Москвы. 
Видимость на дорогах будет составлять 100-500 метров. В связи с этим водителей призвали быть внимательными на дороге. Автомобилистам необходимо строго соблюдать скоростной режим и дистанцию, отмечено в сообщении. 
Ранее в центре погоды ""Фобос"" заявили, что в ближайшие дни дожди в Московском регионе не прекратятся. В ближайшие несколько суток в столичном регионе выпадет до 20-25 мм осадков. Это составляет более трети ""от всего майского лимита дождей"".  ",
https://profile.ru/news/politics/v-italii-zayavili-chto-dlya-prinyatiya-11-go-paketa-antirossijskih-sankcij-es-trebuetsya-vremya-1328154/,"В Италии заявили, что для принятия 11-го пакета антироссийских санкций ЕС требуется время","
Слышные в Севастополе ""громкие звуки"" – результат учений российского флота. Об этом заявил губернатор города Михаил Развожаев. Соответствующая публикация размещена в официальном Telegram-канале чиновника в понедельник, 22 мая.
Губернатор пояснил, что флот проводит тренировки расчетов противоподводно-диверсионного обеспечения (ППДО). Эти мероприятия проходят с учебными стрельбами. Территориально маневры идут на Северном молу в акватории Севастополя.
""В городе все спокойно"", – резюмировал Развожаев.
20 мая губернатор Севастополя выступил с похожим объяснением, касающимся якобы произошедшего у пригородного аэропорта взрыва. Он уверил, что за последние сутки в городе проходили лишь учебные стрельбы и ""плановое уничтожение авиабомбы времен ВОВ"".
14 мая Развожаев также объяснил громкие звуки в городе тренировками Черноморского флота. Они, как отмечал губернатор, проходили в Севастопольской и Стрелецкой бухтах.
В ночь на 7 мая на Крым было направлено более 10 БПЛА. 4 мая российские силы ПВО также сбили беспилотник над севастопольским аэродромом. БПЛА пытались атаковать Севастополь и 1 мая.
С февраля 2022 года власти неоднократно заявляли о попытках атак Севастополя и Крыма со стороны Украины. В Севастополе с лета того же года действует ""желтый"" уровень террористической опасности. В феврале этот режим был продлен на неограниченный срок. ",
https://profile.ru/news/society/v-moskve-vypalo-20-mesyachnoj-normy-osadkov-za-12-chasov-1328156/,В Москве выпало 20% месячной нормы осадков за 12 часов,"
Председатель российского правительства Михаил Мишустин прилетел в Китай. В этой стране он намерен провести два дня. 
Сначала российский премьер выступит на российско-китайском бизнес-форуме в Шанхае. Как ожидается, в нем примут участие руководители ведущих компаний РФ и КНР.
Затем Мишустин отправится в Пекин. Там он проведет встречу с председателем КНР Си Цзиньпином. Также состоятся переговоры между премьер-министром России и премьером Госсовета Китая Ли Цяном. Об этом пишет РИА Новости.
Как отмечается на сайте правительства РФ, в ходе беседы будут рассмотрены актуальные вопросы российско-китайского сотрудничества в торгово-экономической сфере. Планируется, что по итогам переговоров будут подписаны двусторонние соглашения.
В конце марта председатель КНР пригласил Мишустина как можно скорее посетить страну для установления тесных связей с новым премьером Госсовета. Также он сообщил, что пригласил президента России в удобное для него время посетить Китай.  ",
https://profile.ru/news/cars/kitajskij-dongfeng-podgotovil-novyj-brend-avtomobilej-dlya-rossii-1328149/,Китайский Dongfeng подготовил новый бренд автомобилей для России,"
Турецкий лидер Реджеп Тайип Эрдоган рассказал о работе над планом по репатриации сирийских беженцев в их родную страну. По словам политика, на данный момент речь идет о предварительной попытке понимания властями того, когда можно будет начать процесс возвращения, сообщает TRT Haber.
Эрдоган отметил, что планирование начнется с разработки так называемой дорожной карты по репатриации. Анкара собирается провести анализ, который поможет понять примерные реальные сроки возвращения сирийских беженцев.
Турецкий лидер также добавил, что уже сейчас около 450 тыс. сирийцев вернулись из Турции на родину. Многие перебрались и в специально выстроенные для них модульные дома на севере Сирии.
""У нас есть план возвращения туда еще 1 миллиона беженцев"", – резюмировал Эрдоган.
Тему мигрантов ранее в мае поднимал и главный соперник Эрдогана на президентских выборах. Оппозиционный лидер пообещал репатриировать всех беженцев из Турции в случае своей победы и сделать это в течение двух лет.  Политик также критиковал действующего президента республики за то, что он якобы намеренно допустил на территорию страны 10 млн беженцев.
В Турции, по официальным данным, находится самое большое число беженцев в мире – только сирийцев здесь около 4 млн. Соперник Эрдогана постулировал решение проблемы с беженцами еще в начале своей предвыборной кампании. ",
https://profile.ru/news/society/prilepin-ostaetsya-v-palate-intensivnoj-terapii-i-prohodit-reabilitaciju-1328143/,Прилепин остается в палате интенсивной терапии и проходит реабилитацию,"
Группа украинских диверсантов проникла в Белгородскую область
Губернатор сообщил о ранении трех человек в Грайвороне после обстрела и заявил, что на территорию Грайворонского городского округа зашла украинская диверсионно-разведывательная группа. Российские военные и силовые ведомства принимают меры для ликвидации противника. Кроме того, в понедельник были зафиксированы неоднократные обстрелы нескольких сел в Грайворонском городском округе. В регионе введен режим контртеррористической операции.
Пашинян заявил о готовности признать Нагорный Карабах частью Азербайджана
Премьер-министр Армении Никол Пашинян заявил, что 86,6 тыс. кв. км азербайджанской территории, которые готов признать Ереван, включают в том числе и Нагорный Карабах. ""Но нужно констатировать, что вопрос прав и безопасности армян Нагорного Карабаха должен обсуждаться в формате Баку – Степанакерт"", – отметил он.
Приговоренного в Белоруссии к 8 годам колонии Протасевича помиловали
Бывший главный редактор Telegram-канала NEXTA, (признан в Белоруссии террористической организацией), Роман Протасевич заявил о своем помиловании. Журналист пояснил, что подписал все соответствующие документы. До этого суд Минска приговорил Протасевича к 8 годам лишения свободы. Журналист заявил, что не планирует покидать республику и хочет быть полезным стране.
К осени в новых регионах России сформируют суды
Суды в ДНР, ЛНР, Херсонской и Запорожской областях сформируют к осени 2023 года, сообщил председатель Верховного суда РФ Вячеслав Лебедев во время встречи с президентом России Владимиром Путиным. Глава государства в свою очередь назвал создание органов судебной системы в новых регионах РФ важнейшим шагом по формированию органов власти на этих территориях.
В США считают, что поставки F-16 кардинально не изменят ход боевых действий в пользу Киева
Передача западными странами истребителей F-16 Киеву кардинально не переломит ход боевых действий в пользу украинской стороны. Такого мнения придерживается министр ВВС США Фрэнк Кендалл. ""Это не изменит фундаментальным образом данное уравнение"", – отметил он, комментируя планы поставок самолетов.
Сотрудники ФСБ предотвратили готовившиеся украинскими спецслужбами теракты в Оренбургской области
Сотрудники Федеральной службы безопасности (ФСБ) России задержали в Новотроицке Оренбургской области россиянина 1997 года рождения, который под руководством украинских спецслужб готовил в регионе поджоги. Об этом сообщили в Центре общественных связей (ЦОС) ФСБ. Там уточнили, что задержанный планировал поджечь шкаф релейной защиты и автоматики на станции ""Новотроицкая"" Южно-Уральской железной дороги (ЮУЖД), военный комиссариат города Орска и отдел ФСБ России. Возбуждено уголовное дело по статье о терроризме.
СМИ: Гросси готовит соглашение по ЗАЭС, опасаясь последствий контрнаступления Украины
Глава Международного агентства по атомной энергии (МАГАТЭ) Рафаэль Гросси занимается разработкой проекта соглашения по Запорожской АЭС для обеспечения безопасности электростанции в преддверии контрнаступления Украины, пишет Washington Post. Согласно данным газеты, план включает пять принципов. Речь идет о: запрете на размещение на ЗАЭС военных и тяжелой военной техники, обеспечении безопасности, защите всех внешних линий электропередачи, запрете на ведение огня с территории АЭС и в ее сторону, а также контроле за соблюдением перечисленных принципов. ",
https://profile.ru/news/economy/putin-poruchil-kabminu-predlozhit-mery-po-snizheniju-stavok-po-dolgosrochnym-kreditam-1328138/,Путин поручил кабмину предложить меры по снижению ставок по долгосрочным кредитам,"
Британский актер кино и театра Рэй Стивенсон (Ray Stevenson) в понедельник, 22 мая, ушел из жизни в Италии. Ему было 58 лет.
Смерть артиста подтвердил его агент, передает издание Variety. Однако причину смерти Стивенсона он не назвал.
По данным La Repubblica, актер умер в больнице Риццоли на острове Искья. Двумя днями ранее Стивенсон почувствовал себя плохо, пишет издание. По его информации, актера госпитализировали. Сегодня его состояние ухудшилось.
В Италии актер принимал участие в съемках фильма ""Казино на Искье"". Стивенсону досталась главная роль в киноленте.
Рэй Стивенсон родился 25 мая 1964 года в Лисберне (город в Северной Ирландии). Он известен широкой аудитории по ролям в фильмах ""Король Артур"" (2004), ""Адский бункер"" (2008) и ""Каратель: Территория войны"" (2008). Также он сыграл в сериалах ""Рим"" (2005–2007), ""Декстер"" (2006–2013) и ""Викинги"" (2013–2020), пишет ""Слово и дело"". Кроме того, Стивенсон снялся в трех фильмах серии ""Тор"" от студии Marvel.
В августе этого года британский актер появится в сериале ""Асока"". Он снят по вселенной ""Звездных войн"". ",
https://profile.ru/news/society/agronom-rasskazal-kak-chasto-nado-polivat-piony-i-kak-pravilno-eto-delat-1327989/,"Агроном рассказал, как часто надо поливать пионы и как правильно это делать","
Отделение AMG, отвечающее в компании Mercedes за спортивные и эксклюзивные автомобили, представило новый электросамокат Mercedes-AMG E-Scooter.
Это не самостоятельная разработка немецкой компании. Более того, как пишет Carscoops, в гамме AMG уже есть другая модель электроскутера, выпущенная совместно c китайским промышленным гигантом Xiaomi. В этот раз в качестве партнера для выпуска эксклюзивного средства индивидуальной мобильности выбрана компания Micro Mobility Systems AG из Швейцарии. За основу взяли модель Micro Explorer S, добавили символику AMG, трехлучевую звезду на рулевой стойке и применили новое полимерное и мягкое покрытие площадки для ног.
Mercedes-AMG E-Scooter Mercedes-Benz / carscoopsНесмотря на то, что AMG славится быстрыми автомобилями, новый электросамокат скоростным не назовешь: такой аппарат может разогнаться лишь до 20 км/ч и проехать на одном заряде до 40 км. Но и в излишней простоте новый СИМ (средство индивидуальной мобильности) от AMG тоже не обвинить: в модели используется настраиваемая по высоте рулевая стойка и подвески обоих колес. Кроме того, немцы обещают, что в сложенном состоянии их самокат поместится в багажник даже компактного автомобиля, а благодаря низкому весу (14,7 кг) транспортировка доступна даже женщинам.
Батарея в 450 Вт⋅ч заряжается всего за 3,5 часа. Предусмотрено два режима движения – экономичный и спортивный. В последнем пробег на одной зарядке снижается до максимальных 25 км, зато наездник получит максимально мощный разгон и тягу на ведущем переднем колесе. За замедление отвечает электронный тормоз в электродвигателе и задний барабанный тормоз, встроенный в колесо и защищенный от воздействия окружающей среды.
Ранее Mercedes уже пробовал свои силы в брендировании самокатов сторонних производителей: совместно c китайским Xiaomi немцы выпустили спецверcию скутера Mi Pro 2 Mercedes-AMG Petronas F1 Team, отличающуюся от стандартной модели оклейкой в фирменных цветах формульной команды Mercedes-AMG Petronas. ",
https://profile.ru/news/society/v-tatarstane-na-3-nedeli-ogranichili-poseshhenie-lesov-1328130/,В Татарстане на 3 недели ограничили посещение лесов,"
Власти Соединённых Штатов ""четко донесли"" до украинской стороны, что не поощряют атаки по целям внутри границ РФ. С таким утверждением в понедельник, 22 мая, выступил официальный представитель Госдепа Мэттью Миллер.
В то же время он отметил: важно напомнить всему миру, что именно Россия якобы начала боевые действия. Об этом пишет РИА Новости.
Миллер также указал, что оснащение ВСУ истребителями F-16 является приоритетом для США. Вашингтон планирует начать реализацию программы в предстоящие месяцы. При этом представитель Госдепа не уточнил, какие страны будут участвовать в поставках и обучении украинских пилотов.
Ранее помощник президента США по нацбезопасности заявил, что Вашингтон не устанавливал ограничения на использование Украиной переданного Штатами оружия для ударов по Крыму. По его словам, США не против применения ВСУ американского вооружения в пределах ""международно-признанных границ"" Украины. Такую позицию он озвучил в интервью телеканалу CNN.
При этом помощник главы Белого дома отметил: США указали Украине на то, что не позволят использовать американские и западные вооружения для нападения на России. А Вашингтон считает, что Крым является украинской территорий. ",
https://profile.ru/news/accidents/belgorodskij-gubernator-soobshhil-o-vosmi-postradavshih-v-oblasti-1328123/,Белгородский губернатор сообщил о восьми пострадавших в области,"
Российская спортсменка Анастасия Павлюченкова в понедельник, 22 мая, одержала победу над соотечественницей Ангелиной Габуевой в матче первого круга теннисного турнира категории WTA-250 в Страсбурге (Франция). Призовой фонд соревнований превышает €225 тыс.
Встреча завершилась со счетом 6:3, 6:1. Соперницы провели на корте 59 минут, пишет РИА Новости – Спорт. Это была первая очная встреча теннисисток.
Во втором круге Павлюченкова встретится с испанской теннисисткой Кристиной Бушкэ (Cristina Bucșa) – победительницей матча Магда Линетт (Польша).
Теннисный турнир категории WTA-250 в Страсбурге стартовал накануне. Соревнования завершатся 27 мая.
Павлюченковой 31 год. В ее активе победы на 18 турнирах WTA (12 из них – в одиночном разряде). Россиянка – олимпийская чемпионка в миксте. Медаль она завоевала на Играх в Токио. В 2021 году Павлюченкова дошла до финала Roland Garros. В мировом рейтинге спортсменка находится на 599-м месте. ",
https://profile.ru/news/accidents/vsu-obstrelyali-selo-solovjovka-v-bryanskoj-oblasti-1328114/,ВСУ обстреляли село Соловьёвка в Брянской области,"
Сейчас в Молдавии нет необходимости говорить о референдуме по вопросу евроинтеграции. Такого мнения придерживается спикер парламента, лидер правящей партии ""Действие и солидарность"" Игорь Гросу.
Он отметил, что в стране было ""два электоральных мероприятия"". Речь идет о президентских выборах в 2020 году и парламентских в 2021 году. Тогда, по словам Гросу, жители Молдавии проголосовали за европейскую интеграцию. 
""Опросы показывают стремление к евроинтеграции"", – заявил Гросу. Такую позицию он озвучил в эфире телеканала Moldova 1. Об этом в понедельник, 22 мая, пишет РИА Новости. 
Спикер парламента указал: только ""осталось прописать в документах"", что Молдавия принадлежит к европейской семье.
В воскресенье, 21 мая, в Кишинёве прошел митинг под лозунгом ""Европейская Молдова"". Его созвала президент Молдавии. Цель – показать западным партнерам, что жители республики стремятся интегрироваться в ЕС.
Президент Молдавии подписала заявку о вступлении страны в Евросоюз в марте 2022 года. В июне того же года на саммите в Брюсселе лидеры стран и правительств ЕС одобрили предоставление Молдавии статуса кандидата на вступление в союз. Еврокомиссия выдвинула Кишиневу девять условий, которые нужно выполнить для вхождения в ЕС. ",
https://profile.ru/news/society/veterinar-dala-sovet-chto-delat-pri-pchelinom-ukuse-pitomca-1328035/,"Ветеринар дала совет, что делать при пчелином укусе питомца","
В Брюсселе в понедельник, 22 мая, прошло заседание Совета министров иностранных дел Европейского союза (ЕС). После него глава МИД Италии Антонио Таяни заявил, что для принятая одиннадцатого пакета санкций ЕС против России еще нужно время. 
По его словам,""требуется работа"". Как отметил министр, эти вопросы нелегко решить, пишет агентство Ansa. 
""Сегодня мы дали политическую оценку: направление – поддержать Украину, избегая того, чтобы можно было обходить ограничительные меры"", – добавил Таяни. 
Европейский союз принял уже несколько пакетов антироссийских санкций. 10-й по счету был введен в действие в конце февраля. Сейчас идет работа над 11-м пакетом. В начале мая Еврокомиссия передала его странам ЕС на согласование.
Председатель Еврокомиссии ранее анонсировала, что Евросоюз включит в 11-й пакет антироссийских санкций больше 90 компаний по всему миру. Речь идет о фирмах, которые, по мнению ЕС, доставляют в РФ санкционные товары из Европейского союза через третьи страны. ",
https://profile.ru/news/society/chto-sluchilos-k-etomu-chasu-v-belgorodskoj-oblasti-vveli-rezhim-kto-v-ssha-vyskazalis-o-vliyanii-postavok-f-16-kievu-na-hod-boevyh-dejstvij-minfin-utochnil-ocenku-deficita-bjudzheta-rf-v-i-kvartale-1328095/,"Что случилось к этому часу: в Белгородской области ввели режим КТО, в США высказались о влиянии поставок F-16 Киеву на ход боевых действий, Минфин уточнил оценку дефицита бюджета РФ в I квартале","
В Москве продолжают идти дожди. В столице выпало уже 20% месячной нормы осадков в течение половины суток. Об этом в понедельник, 22 мая, сообщил ведущий специалист центра погоды ""Фобос"" Евгений Тишковец.
Подробностями он поделился в своем Telegram-канале. ""На базовой столичной метеостанции ВДНХ за 12 часов в осадкомер попало 12 мм дождя"", – уточнил метеоролог.
Это самый высокий показатель по столичному региону, указал Тишковец. По его словам, месячная норма составляет 61 мм.
За прошедшие сутки в Московском регионе выпало до 18% от майской нормы осадков. В ближайшие дни выпадет еще более трети месячной нормы осадков, сообщил ранее ведущий специалист центра погоды ""Фобос"".
Тишковец указал, что в ближайшие дни в регионе дожди не прекратятся. При этом он отметил, что за первые 20 дней мая в Москве выпало только 6 мм осадков – это десятая часть нормы. ",
https://profile.ru/news/politics/v-mo-danii-zayavili-o-gotovnosti-sygrat-kljuchevuju-rol-v-podgotovke-vsu-upravleniju-f-16-1328106/,В МО Дании заявили о готовности сыграть ключевую роль в подготовке ВСУ управлению F-16,"
На российский автомобильный рынок выходит автопроизводитель Forthing. Бренд принадлежит китайскому концерну Dongfeng, он известен в Китае c 2001 года и называется там Fengxing.
Любопытно, что импортер Forthing в России никак не связан c официальным представительством Dongfeng – ""Дунфэн Мотор Рус"". Поставками автомобилей Forthing будет заниматься ижевская компания ""Иксен Моторс Рус"", и, как сообщает 22 мая ""Авторевю"", официальные дилеры новой автомобильной марки уже зарегистрированы в Екатеринбурге, Перми, Пензе, Уфе, Кургане и Нижнем Новгороде. Озвучены планы по выходу в 60 городах России до конца 2023 года, планируется продать 10 тыс. машин.
На начальном этапе в Россию будут поставляться две модели. Уже продаются среднеразмерные кроссоверы Forthing T5 Evo, известные на родине c 2021 года и выступающие в том же рыночном сегменте, что и Chery Tiggo 7 Pro, Geely Atlas Pro, Haval F7. Габариты автомобиля – 4565 х 1860 х 1690 мм, длина колесной базы – 2715 мм. Конструктивно автомобили построены по привычным лекалам, c независимыми подвесками спереди и сзади, однако привод возможен исключительно передний.
В Россию везут кроссоверы c бензиновым турбомотором 4A95TD, выпускаемым по лицензии Mitsubishi: рабочий объем 1,5 л, мощность – 197 л. с., крутящий момент – 285 Н∙м. Важный для российских автолюбителей момент – двигатель можно заправлять бензином Аи-92. Коробка передач – 7-ступенчатый преселективный ""робот"", обещанная динамика – 9,5 секунды на разгон 0–100 км/ч и максимальная скорость 195 км/ч.
Dongfeng Forthing T5 EVO autohome.com.cnУже в базе Forthing T5 Evo хорошо оснащен: две подушки безопасности, программа курсовой стабилизации (ESP), кожаный салон, сиденье водителя c электрическими регулировками, климат-контроль, камера заднего вида, круиз-контроль и даже панорамная крыша. В более дорогих комплектациях добавляются шесть подушек безопасности и атмосферная подсветка салона. В самой дорогой комплектации есть электропривод кресел, вентиляция передних сидений, встроенный массажер и другое оборудование. Цены начинаются c 2,9 млн руб.
Кроме кроссовера в Россию уже отправлены минивэны Yacht. Габариты автомобиля – 4850 х 1900 х 1715 мм при колесной базе 2900 мм. По агрегатной базе кроссовер и минивэн идентичны, поскольку построены на одной платформе. В салоне Forthing Yacht – три ряда сидений, причем на втором ряду использованы отдельные кресла. Объем багажника – 234 л c разложенными тремя рядами сидений и 1086 л – со сложенным третьим рядом. Такой автомобиль поставляется в единственной комплектации и стоит от 4,9 млн руб.
Стоит отметить, что продукция бренда Forthing уже хорошо знакома в России, но под другой маркой: c осени 2022 года в Липецке организована сборка нескольких электромобилей Evolute. Например, недавно представленный кроссовер Evolute i-Sky представляет из себя переименованный Forthing Thunder – кроссовер на чистой электротяге с габаритами 4600 х 1860 х 1680 мм при колесной базе 2715 мм. Силовая установка – единственный электромотор мощностью 204 л. с., максимальный крутящий момент – 340 Н⋅м. Разгон 0–100 км/ч – 7,9 секунды. Максимальная скорость – 180 км/ч. ",
